time(0.001 ms),Torque Measuring system 1 (NÂ·m),Angle Measuring system 1 (°),Torque Motor (NÂ·m),Angle Motor (°),Speed (rpm),Step,Current (A),Temperature (°C)
0,0.00,0,0.07,0,0,1,-0.004,39.0
250,0.00,0,0.07,0,0,1,-0.004,39.0
500,0.00,0,0.07,0,0,1,-0.006,39.0
750,0.00,0,0.07,0,0,1,-0.006,39.0
1000,0.00,0,0.07,0,0,1,-0.008,39.0
1250,0.00,0,0.07,0,0,1,-0.007,39.0
1500,0.00,0,0.07,0,0,1,-0.008,39.0
1750,0.00,0,0.07,0,0,1,-0.008,39.0
2000,0.00,0,0.07,0,0,1,-0.008,39.0
2250,0.00,0,0.07,0,0,1,-0.019,39.0
2500,0.00,0,0.07,0,0,1,-0.033,39.0
2750,0.00,0,0.07,0,0,1,-0.037,39.0
3000,0.00,0,0.07,0,0,1,-0.037,39.0
3250,0.00,0,0.07,0,1,1,-0.040,39.0
3500,0.00,0,0.07,0,1,1,-0.043,39.0
3750,0.00,0,0.07,0,1,1,-0.046,39.0
4000,0.00,0,0.07,0,1,1,-0.048,39.0
4250,0.00,0,0.07,0,2,1,-0.051,39.0
4500,0.00,0,0.07,0,2,1,-0.055,39.0
4750,0.00,0,0.07,0,2,1,-0.058,39.0
5000,0.00,0,0.07,0,2,1,-0.059,39.0
5250,0.00,0,0.07,0,3,1,-0.062,39.0
5500,0.00,0,0.07,0,3,1,-0.065,39.0
5750,0.00,0,0.07,0,3,1,-0.066,39.0
6000,0.00,0,0.07,0,3,1,-0.070,39.0
6250,0.00,0,0.07,0,4,1,-0.073,39.0
6500,0.00,0,0.07,0,4,1,-0.076,39.0
6750,0.00,0,0.07,0,4,1,-0.075,39.0
7000,0.00,0,0.07,0,6,1,-0.078,39.0
7250,0.00,0,0.07,0,6,1,-0.079,39.0
7500,0.00,0,0.07,0,6,1,-0.084,39.0
7750,0.00,0,0.07,0,6,1,-0.087,39.0
8000,0.01,0,0.07,0,8,1,-0.088,39.0
8250,0.01,0,0.07,0,8,1,-0.096,39.0
8500,0.01,0,0.07,0,8,1,-0.096,39.0
8750,0.01,0,0.07,0,8,1,-0.098,39.0
9000,0.01,0,0.06,0,11,1,-0.098,39.0
9250,0.02,0,0.06,0,11,1,-0.101,39.0
9500,0.02,0,0.06,0,11,1,-0.107,39.0
9750,0.02,0,0.06,0,11,1,-0.108,39.0
10000,0.02,0,0.07,0,14,1,-0.108,39.0
10250,0.02,0,0.07,0,14,1,-0.112,39.0
10500,0.02,1,0.07,1,14,1,-0.114,39.0
10750,0.02,1,0.07,1,17,1,-0.115,39.0
11000,0.02,1,0.07,1,17,1,-0.125,39.0
11250,0.03,1,0.07,1,17,1,-0.128,39.0
11500,0.04,1,0.07,1,17,1,-0.124,39.0
11750,0.04,1,0.07,1,19,1,-0.124,39.0
12000,0.04,1,0.07,1,19,1,-0.126,39.0
12250,0.04,1,0.07,1,19,1,-0.132,39.0
12500,0.04,1,0.07,1,19,1,-0.137,39.0
12750,0.05,1,0.05,1,23,1,-0.139,39.0
13000,0.05,1,0.05,1,23,1,-0.140,39.0
13250,0.05,1,0.05,1,23,1,-0.143,39.0
13500,0.05,1,0.05,1,23,1,-0.145,39.0
13750,0.05,1,0.05,1,23,1,-0.146,39.0
14000,0.06,1,0.05,1,23,1,-0.145,39.0
14250,0.06,1,0.05,1,23,1,-0.148,39.0
14500,0.06,1,0.05,1,23,1,-0.153,39.0
14750,0.06,1,0.04,1,26,1,-0.158,39.0
15000,0.07,1,0.04,1,26,1,-0.163,39.0
15250,0.07,1,0.04,1,26,1,-0.162,39.0
15500,0.07,1,0.04,1,26,1,-0.163,39.0
15750,0.07,1,0.02,1,30,1,-0.169,39.0
16000,0.07,1,0.02,1,30,1,-0.170,39.0
16250,0.08,1,0.02,2,30,1,-0.169,39.0
16500,0.08,1,0.02,2,30,1,-0.170,39.0
16750,0.08,1,0.01,2,34,1,-0.174,39.0
17000,0.08,1,0.01,2,34,1,-0.177,39.0
17250,0.08,2,0.01,2,34,1,-0.176,39.0
17500,0.09,2,0.01,2,39,1,-0.181,39.0
17750,0.09,2,0.01,2,39,1,-0.184,39.0
18000,0.09,2,0.01,2,39,1,-0.187,39.0
18250,0.09,2,0.01,2,39,1,-0.187,39.0
18500,0.09,2,0.01,2,44,1,-0.193,39.0
18750,0.09,2,0.01,2,44,1,-0.198,39.0
19000,0.09,2,0.01,2,44,1,-0.195,39.0
19250,0.09,2,0.01,2,44,1,-0.196,39.0
19500,0.10,2,0.02,2,49,1,-0.200,39.0
19750,0.10,2,0.02,2,49,1,-0.204,39.0
20000,0.10,2,0.02,3,49,1,-0.202,39.0
20250,0.10,2,0.02,3,49,1,-0.201,39.0
20500,0.10,2,0.04,3,54,1,-0.205,39.0
20750,0.10,2,0.04,3,54,1,-0.210,39.0
21000,0.10,3,0.04,3,54,1,-0.216,39.0
21250,0.10,3,0.04,3,54,1,-0.215,39.0
21500,0.10,3,-0.01,3,59,1,-0.215,39.0
21750,0.11,3,-0.01,3,59,1,-0.219,39.0
22000,0.11,4,-0.01,3,59,1,-0.222,39.0
22250,0.11,4,-0.02,3,65,1,-0.219,39.0
22500,0.11,4,-0.02,3,65,1,-0.215,39.0
22750,0.11,4,-0.02,3,65,1,-0.211,39.0
23000,0.11,4,-0.02,4,65,1,-0.211,39.0
23250,0.11,4,-0.01,4,71,1,-0.201,39.0
23500,0.11,4,-0.01,4,71,1,-0.187,39.0
23750,0.11,4,-0.01,5,71,1,-0.175,39.0
24000,0.11,5,-0.01,5,71,1,-0.164,39.0
24250,0.11,5,0.03,5,77,1,-0.151,39.0
24500,0.11,5,0.03,5,77,1,-0.141,39.0
24750,0.11,5,0.03,5,77,1,-0.138,39.0
25000,0.11,5,0.03,5,77,1,-0.137,39.0
25250,0.12,5,0.09,5,87,1,-0.126,39.0
25500,0.12,5,0.09,5,87,1,-0.115,39.0
25750,0.12,5,0.09,6,87,1,-0.107,39.0
26000,0.12,5,0.09,6,87,1,-0.097,39.0
26250,0.12,5,0.17,6,90,1,-0.089,39.0
26500,0.12,5,0.17,6,90,1,-0.087,39.0
26750,0.12,6,0.17,6,90,1,-0.087,39.0
27000,0.12,6,0.20,6,93,1,-0.081,39.0
27250,0.12,6,0.20,6,93,1,-0.076,39.0
27500,0.13,6,0.20,6,93,1,-0.067,39.0
27750,0.13,6,0.20,7,93,1,-0.070,39.0
28000,0.13,6,0.22,7,94,1,-0.071,39.0
28250,0.13,6,0.22,7,94,1,-0.071,39.0
28500,0.13,6,0.22,7,94,1,-0.074,39.0
28750,0.13,7,0.22,7,94,1,-0.077,39.0
29000,0.13,7,0.22,7,95,1,-0.088,39.0
29250,0.13,7,0.22,7,95,1,-0.089,39.0
29500,0.13,7,0.22,8,95,1,-0.093,39.0
29750,0.13,7,0.22,8,95,1,-0.105,39.0
30000,0.13,7,0.17,8,96,1,-0.126,39.0
30250,0.14,7,0.17,8,96,1,-0.139,39.0
30500,0.14,8,0.17,8,96,1,-0.132,39.0
30750,0.14,8,0.17,8,98,1,-0.129,39.0
31000,0.14,8,0.13,8,98,1,-0.130,39.0
31250,0.14,8,0.13,8,98,1,-0.128,39.0
31500,0.14,8,0.13,9,98,1,-0.125,39.0
31750,0.14,8,0.13,9,99,1,-0.115,39.0
32000,0.14,8,0.13,9,99,1,-0.106,39.0
32250,0.15,8,0.13,9,99,1,-0.101,39.0
32500,0.15,9,0.13,10,99,1,-0.092,39.0
32750,0.15,9,0.14,10,100,1,-0.077,39.0
33000,0.15,9,0.14,10,100,1,-0.063,39.0
33250,0.15,9,0.14,10,100,1,-0.065,39.0
33500,0.15,10,0.14,10,100,1,-0.059,39.0
33750,0.15,10,0.22,10,100,1,-0.047,39.0
34000,0.15,10,0.22,10,100,1,-0.042,39.0
34250,0.15,10,0.22,11,100,1,-0.038,39.0
34500,0.15,10,0.22,11,100,1,-0.038,39.0
34750,0.15,10,0.26,11,100,1,-0.043,39.0
35000,0.15,10,0.26,11,100,1,-0.051,39.0
35250,0.15,11,0.26,11,100,1,-0.058,39.0
35500,0.15,11,0.26,11,100,1,-0.061,39.0
35750,0.16,11,0.26,11,100,1,-0.066,39.0
36000,0.16,11,0.26,11,100,1,-0.067,39.0
36250,0.16,11,0.26,12,100,1,-0.070,39.0
36500,0.16,11,0.26,12,100,1,-0.082,39.0
36750,0.16,11,0.22,12,100,1,-0.095,39.0
37000,0.16,11,0.22,12,100,1,-0.098,39.0
37250,0.16,12,0.22,13,100,1,-0.098,39.0
37500,0.16,12,0.14,13,100,1,-0.102,39.0
37750,0.16,12,0.14,13,100,1,-0.102,39.0
38000,0.16,12,0.14,13,100,1,-0.114,39.0
38250,0.16,13,0.14,13,100,1,-0.121,39.0
38500,0.16,13,0.13,13,100,1,-0.119,39.0
38750,0.16,13,0.13,13,100,1,-0.114,39.0
39000,0.16,13,0.13,14,100,1,-0.108,39.0
39250,0.16,13,0.13,14,100,1,-0.102,39.0
39500,0.16,13,0.13,14,100,1,-0.095,39.0
39750,0.16,13,0.13,14,100,1,-0.093,39.0
40000,0.17,13,0.13,14,100,1,-0.099,39.0
40250,0.17,14,0.13,14,100,1,-0.091,39.0
40500,0.17,14,0.18,14,100,1,-0.076,39.0
40750,0.17,14,0.18,14,100,1,-0.074,39.0
41000,0.17,14,0.18,15,100,1,-0.064,39.0
41250,0.17,14,0.18,15,100,1,-0.059,39.0
41500,0.17,14,0.24,15,100,1,-0.062,39.0
41750,0.17,14,0.24,15,100,1,-0.064,39.0
42000,0.17,15,0.24,15,100,1,-0.060,39.0
42250,0.17,15,0.28,15,100,1,-0.057,39.0
42500,0.17,15,0.28,15,100,1,-0.058,39.0
42750,0.17,15,0.28,16,100,1,-0.059,39.0
43000,0.17,15,0.28,16,100,1,-0.066,39.0
43250,0.17,15,0.28,16,101,1,-0.072,39.0
43500,0.17,15,0.28,16,101,1,-0.071,39.0
43750,0.17,15,0.28,17,101,1,-0.076,39.0
44000,0.17,16,0.28,17,101,1,-0.083,39.0
44250,0.17,16,0.23,17,101,1,-0.082,39.0
44500,0.17,16,0.23,17,101,1,-0.088,39.0
44750,0.17,17,0.23,17,101,1,-0.102,39.0
45000,0.17,17,0.23,17,101,1,-0.121,39.0
45250,0.17,17,0.20,17,101,1,-0.126,39.0
45500,0.17,17,0.20,17,101,1,-0.126,39.0
45750,0.17,18,0.20,18,101,1,-0.130,39.0
46000,0.17,18,0.20,18,101,1,-0.129,39.0
46250,0.17,18,0.16,18,101,1,-0.133,39.0
46500,0.18,18,0.16,18,101,1,-0.129,39.0
46750,0.18,18,0.16,18,101,1,-0.119,39.0
47000,0.18,18,0.16,18,101,1,-0.115,39.0
47250,0.18,18,0.16,18,101,1,-0.108,39.0
47500,0.18,18,0.16,19,101,1,-0.098,39.0
47750,0.18,18,0.16,19,101,1,-0.083,39.0
48000,0.18,18,0.18,19,101,1,-0.077,39.0
48250,0.18,18,0.18,19,101,1,-0.076,39.0
48500,0.18,18,0.18,19,101,1,-0.063,39.0
48750,0.18,19,0.18,19,101,1,-0.053,39.0
49000,0.18,19,0.23,19,101,1,-0.049,39.0
49250,0.18,19,0.23,19,101,1,-0.042,39.0
49500,0.18,19,0.23,20,101,1,-0.041,39.0
49750,0.18,19,0.23,20,101,1,-0.049,39.0
50000,0.18,19,0.28,20,101,1,-0.055,39.0
50250,0.18,19,0.28,20,101,1,-0.059,39.0
50500,0.18,20,0.28,21,101,1,-0.067,39.0
50750,0.18,20,0.28,21,101,1,-0.074,39.0
51000,0.18,20,0.28,21,101,1,-0.073,39.0
51250,0.18,20,0.28,21,101,1,-0.078,39.0
51500,0.18,20,0.28,21,101,1,-0.091,39.0
51750,0.18,20,0.28,21,101,1,-0.102,39.0
52000,0.18,20,0.23,21,101,1,-0.103,39.0
52250,0.18,20,0.23,21,101,1,-0.110,39.0
52500,0.18,21,0.23,22,101,1,-0.105,39.0
52750,0.18,21,0.16,22,101,1,-0.111,39.0
53000,0.18,21,0.16,22,101,1,-0.116,39.0
53250,0.18,21,0.16,22,101,1,-0.125,39.0
53500,0.18,22,0.16,22,101,1,-0.117,39.0
53750,0.18,22,0.16,22,101,1,-0.108,39.0
54000,0.18,22,0.16,22,101,1,-0.103,39.0
54250,0.18,22,0.16,23,101,1,-0.098,39.0
54500,0.18,22,0.16,23,101,1,-0.096,39.0
54750,0.18,22,0.16,23,101,1,-0.090,39.0
55000,0.18,22,0.16,23,101,1,-0.096,39.0
55250,0.18,22,0.16,24,101,1,-0.095,39.0
55500,0.18,23,0.16,24,101,1,-0.081,39.0
55750,0.18,23,0.25,24,101,1,-0.073,39.0
56000,0.18,23,0.25,24,101,1,-0.069,39.0
56250,0.18,24,0.25,24,101,1,-0.069,39.0
56500,0.18,24,0.25,24,101,1,-0.073,39.0
56750,0.18,24,0.28,24,101,1,-0.069,39.0
57000,0.18,24,0.28,24,101,1,-0.063,39.0
57250,0.18,24,0.28,25,101,1,-0.067,39.0
57500,0.18,24,0.28,25,101,1,-0.059,39.0
57750,0.18,24,0.28,25,101,1,-0.059,39.0
58000,0.18,24,0.28,25,101,1,-0.068,39.0
58250,0.18,25,0.28,25,101,1,-0.075,39.0
58500,0.18,25,0.28,25,101,1,-0.073,39.0
58750,0.18,25,0.28,25,101,1,-0.081,39.0
59000,0.18,25,0.28,26,101,1,-0.087,39.0
59250,0.18,25,0.28,26,101,1,-0.089,39.0
59500,0.18,25,0.26,26,101,1,-0.094,39.0
59750,0.18,25,0.26,26,101,1,-0.117,39.0
60000,0.18,26,0.26,26,101,1,-0.133,39.0
60250,0.18,26,0.26,26,101,1,-0.138,39.0
60500,0.18,26,0.20,26,101,1,-0.137,39.0
60750,0.18,26,0.20,26,101,1,-0.135,39.0
61000,0.18,26,0.20,27,101,1,-0.139,39.0
61250,0.18,26,0.20,27,101,1,-0.136,39.0
61500,0.18,26,0.17,27,101,1,-0.132,39.0
61750,0.18,26,0.17,27,101,1,-0.124,39.0
62000,0.18,27,0.17,28,101,1,-0.117,39.0
62250,0.18,27,0.17,28,101,1,-0.116,39.0
62500,0.18,27,0.17,28,101,1,-0.099,39.0
62750,0.18,27,0.17,28,101,1,-0.081,39.0
63000,0.18,28,0.17,28,101,1,-0.078,39.0
63250,0.18,28,0.25,28,101,1,-0.073,39.0
63500,0.18,28,0.25,28,101,1,-0.059,39.0
63750,0.18,28,0.25,29,101,1,-0.050,39.0
64000,0.18,29,0.25,29,101,1,-0.045,39.0
64250,0.18,29,0.28,29,101,1,-0.044,39.0
64500,0.18,29,0.28,29,101,1,-0.044,39.0
64750,0.18,29,0.28,30,101,1,-0.052,39.0
65000,0.18,29,0.28,30,101,1,-0.058,39.0
65250,0.18,29,0.28,30,101,1,-0.066,39.0
65500,0.18,29,0.28,30,101,1,-0.071,39.0
65750,0.18,30,0.28,30,101,1,-0.074,39.0
66000,0.18,30,0.28,30,101,1,-0.078,39.0
66250,0.18,30,0.28,30,101,1,-0.086,39.0
66500,0.18,30,0.28,30,101,1,-0.098,39.0
66750,0.18,30,0.28,31,101,1,-0.106,39.0
67000,0.18,30,0.26,31,101,1,-0.107,39.0
67250,0.18,30,0.26,31,101,1,-0.108,39.0
67500,0.18,30,0.26,31,101,1,-0.109,39.0
67750,0.18,31,0.26,31,101,1,-0.110,39.0
68000,0.18,31,0.17,31,101,1,-0.115,39.0
68250,0.18,31,0.17,31,101,1,-0.120,39.0
68500,0.18,31,0.17,31,101,1,-0.118,39.0
68750,0.18,31,0.17,32,101,1,-0.114,39.0
69000,0.18,31,0.17,32,101,1,-0.107,39.0
69250,0.18,31,0.17,32,101,1,-0.101,39.0
69500,0.18,32,0.17,33,101,1,-0.099,39.0
69750,0.18,32,0.17,33,101,1,-0.104,39.0
70000,0.18,32,0.18,33,101,1,-0.101,39.0
70250,0.18,32,0.18,33,101,1,-0.091,39.0
70500,0.18,33,0.18,33,101,1,-0.086,39.0
70750,0.18,33,0.18,33,101,1,-0.075,39.0
71000,0.18,33,0.26,33,101,1,-0.071,39.0
71250,0.18,33,0.26,33,101,1,-0.069,39.0
71500,0.19,33,0.26,34,101,1,-0.071,39.0
71750,0.19,33,0.26,34,101,1,-0.066,39.0
72000,0.19,33,0.28,34,101,1,-0.059,39.0
72250,0.19,33,0.28,34,101,1,-0.060,39.0
72500,0.19,34,0.28,34,101,1,-0.057,39.0
72750,0.19,34,0.28,34,101,1,-0.065,39.0
73000,0.19,34,0.28,34,101,1,-0.072,39.0
73250,0.19,34,0.28,35,101,1,-0.068,39.0
73500,0.19,34,0.28,35,101,1,-0.074,39.0
73750,0.19,34,0.28,35,101,1,-0.085,39.0
74000,0.19,34,0.28,35,101,1,-0.085,39.0
74250,0.19,34,0.28,35,101,1,-0.085,39.0
74500,0.19,35,0.28,35,101,1,-0.097,39.0
74750,0.19,35,0.21,35,101,1,-0.118,39.0
75000,0.19,35,0.21,35,101,1,-0.136,39.0
75250,0.19,35,0.21,36,101,1,-0.136,39.0
75500,0.19,36,0.21,36,101,1,-0.131,39.0
75750,0.19,36,0.18,36,101,1,-0.134,39.0
76000,0.19,36,0.18,36,101,1,-0.137,39.0
76250,0.19,36,0.18,37,101,1,-0.135,39.0
76500,0.19,36,0.16,37,101,1,-0.134,39.0
76750,0.19,36,0.16,37,101,1,-0.125,39.0
77000,0.19,36,0.16,37,101,1,-0.116,39.0
77250,0.19,37,0.16,37,101,1,-0.113,39.0
77500,0.19,37,0.18,37,101,1,-0.100,39.0
77750,0.19,37,0.18,37,101,1,-0.088,39.0
78000,0.19,37,0.18,38,101,1,-0.085,39.0
78250,0.19,37,0.18,38,101,1,-0.078,39.0
78500,0.19,37,0.25,38,101,1,-0.068,39.0
78750,0.19,37,0.25,38,101,1,-0.058,39.0
79000,0.19,38,0.25,38,101,1,-0.055,39.0
79250,0.19,38,0.25,38,101,1,-0.053,39.0
79500,0.19,38,0.28,38,101,1,-0.055,39.0
79750,0.19,38,0.28,38,101,1,-0.062,39.0
80000,0.19,38,0.28,39,101,1,-0.065,39.0
80250,0.19,38,0.28,39,101,1,-0.068,39.0
80500,0.19,38,0.30,39,101,1,-0.077,39.0
80750,0.19,38,0.30,39,101,1,-0.077,39.0
81000,0.19,39,0.30,39,101,1,-0.078,39.0
81250,0.19,39,0.26,39,101,1,-0.093,39.0
81500,0.19,39,0.26,39,101,1,-0.106,39.0
81750,0.19,39,0.26,39,101,1,-0.114,39.0
82000,0.19,39,0.26,40,101,1,-0.118,39.0
82250,0.19,39,0.20,40,101,1,-0.127,39.0
82500,0.19,39,0.20,40,101,1,-0.131,39.0
82750,0.19,39,0.20,40,101,1,-0.127,39.0
83000,0.19,40,0.20,40,101,1,-0.131,39.0
83250,0.19,40,0.14,40,101,1,-0.133,39.0
83500,0.19,40,0.14,40,101,1,-0.123,39.0
83750,0.19,40,0.14,41,101,1,-0.120,39.0
84000,0.19,40,0.14,41,101,1,-0.111,39.0
84250,0.19,40,0.14,41,101,1,-0.100,39.0
84500,0.19,40,0.14,41,101,1,-0.098,39.0
84750,0.19,42,0.14,42,101,1,-0.101,39.0
85000,0.19,42,0.14,42,101,1,-0.096,39.0
85250,0.19,42,0.24,42,101,1,-0.084,39.0
85500,0.19,42,0.24,42,101,1,-0.072,39.0
85750,0.19,42,0.24,42,101,1,-0.065,39.0
86000,0.19,42,0.24,42,101,1,-0.063,39.0
86250,0.20,42,0.28,42,101,1,-0.064,39.0
86500,0.20,42,0.28,42,101,1,-0.066,39.0
86750,0.19,42,0.28,43,101,1,-0.060,39.0
87000,0.19,42,0.28,43,101,1,-0.056,39.0
87250,0.19,42,0.30,43,101,1,-0.058,39.0
87500,0.19,42,0.30,43,101,1,-0.058,39.0
87750,0.20,44,0.30,44,101,1,-0.065,39.0
88000,0.20,44,0.30,44,101,1,-0.073,39.0
88250,0.20,44,0.30,44,101,1,-0.076,39.0
88500,0.19,44,0.30,44,101,1,-0.079,39.0
88750,0.19,44,0.30,44,101,1,-0.088,39.0
89000,0.20,44,0.28,44,101,1,-0.091,39.0
89250,0.20,44,0.28,44,101,1,-0.094,39.0
89500,0.20,44,0.28,45,101,1,-0.109,39.0
89750,0.19,44,0.28,45,101,1,-0.134,39.0
90000,0.19,44,0.18,45,101,1,-0.142,39.0
90250,0.20,44,0.18,45,101,1,-0.139,39.0
90500,0.20,44,0.18,45,101,1,-0.142,39.0
90750,0.20,45,0.18,45,101,1,-0.144,39.0
91000,0.20,45,0.18,45,101,1,-0.140,39.0
91250,0.20,45,0.18,45,101,1,-0.141,39.0
91500,0.20,45,0.18,46,101,1,-0.134,39.0
91750,0.20,45,0.18,46,101,1,-0.125,39.0
92000,0.20,45,0.18,46,101,1,-0.119,39.0
92250,0.20,45,0.18,46,101,1,-0.105,39.0
92500,0.20,46,0.18,46,101,1,-0.087,39.0
92750,0.20,46,0.20,46,101,1,-0.079,39.0
93000,0.20,46,0.20,46,101,1,-0.079,39.0
93250,0.20,46,0.20,47,101,1,-0.069,39.0
93500,0.20,46,0.20,47,101,1,-0.058,39.0
93750,0.20,46,0.26,47,101,1,-0.052,39.0
94000,0.20,46,0.26,47,101,1,-0.048,39.0
94250,0.20,46,0.26,47,101,1,-0.047,39.0
94500,0.20,47,0.26,47,101,1,-0.054,39.0
94750,0.20,47,0.28,47,101,1,-0.063,39.0
95000,0.20,47,0.28,47,101,1,-0.066,39.0
95250,0.20,47,0.28,48,101,1,-0.068,39.0
95500,0.20,47,0.28,48,101,1,-0.074,39.0
95750,0.20,47,0.28,48,101,1,-0.080,39.0
96000,0.20,47,0.28,48,101,1,-0.088,39.0
96250,0.20,48,0.28,48,101,1,-0.099,39.0
96500,0.20,48,0.28,48,101,1,-0.109,39.0
96750,0.20,48,0.24,48,101,1,-0.115,39.0
97000,0.20,48,0.24,48,101,1,-0.119,39.0
97250,0.20,49,0.24,49,101,1,-0.121,39.0
97500,0.20,49,0.18,49,101,1,-0.125,39.0
97750,0.20,49,0.18,49,101,1,-0.126,39.0
98000,0.20,49,0.18,50,101,1,-0.132,39.0
98250,0.20,49,0.18,50,101,1,-0.128,39.0
98500,0.20,49,0.18,50,101,1,-0.120,39.0
98750,0.20,49,0.18,50,101,1,-0.116,39.0
99000,0.20,49,0.18,50,101,1,-0.108,39.0
99250,0.20,50,0.18,50,101,1,-0.098,39.0
99500,0.20,50,0.20,50,101,1,-0.100,39.0
99750,0.20,50,0.20,50,101,1,-0.102,39.0
100000,0.20,50,0.20,51,101,1,-0.089,39.0
100250,0.20,50,0.20,51,101,1,-0.082,39.0
100500,0.20,50,0.26,51,101,1,-0.078,39.0
100750,0.20,50,0.26,51,101,1,-0.070,39.0
101000,0.20,51,0.26,51,101,1,-0.067,39.0
101250,0.20,51,0.28,51,101,1,-0.073,39.0
101500,0.20,51,0.28,51,101,1,-0.075,39.0
101750,0.20,51,0.28,51,101,1,-0.071,39.0
102000,0.20,52,0.28,52,101,1,-0.072,39.0
102250,0.20,52,0.31,52,101,1,-0.070,39.0
102500,0.20,52,0.31,52,101,1,-0.077,39.0
102750,0.20,52,0.31,53,101,1,-0.078,39.0
103000,0.20,52,0.31,53,101,1,-0.083,39.0
103250,0.20,52,0.31,53,101,1,-0.081,39.0
103500,0.20,52,0.31,53,101,1,-0.091,39.0
103750,0.20,52,0.31,54,101,1,-0.100,39.0
104000,0.20,53,0.31,54,101,1,-0.097,39.0
104250,0.20,53,0.26,54,101,1,-0.098,39.0
104500,0.20,53,0.26,54,101,1,-0.117,39.0
104750,0.20,53,0.26,54,101,1,-0.140,39.0
105000,0.20,53,0.26,54,101,1,-0.143,39.0
105250,0.20,53,0.20,54,101,1,-0.136,39.0
105500,0.20,53,0.20,54,101,1,-0.133,39.0
105750,0.20,54,0.20,55,101,1,-0.137,39.0
106000,0.20,54,0.20,55,101,1,-0.135,39.0
106250,0.20,54,0.19,55,101,1,-0.135,39.0
106500,0.20,54,0.19,55,101,1,-0.123,39.0
106750,0.20,55,0.19,55,101,1,-0.114,39.0
107000,0.20,55,0.19,55,101,1,-0.111,39.0
107250,0.20,55,0.20,55,101,1,-0.103,39.0
107500,0.21,55,0.20,56,101,1,-0.084,39.0
107750,0.21,56,0.20,56,101,1,-0.079,39.0
108000,0.21,56,0.24,56,101,1,-0.076,39.0
108250,0.21,56,0.24,56,101,1,-0.065,39.0
108500,0.20,56,0.24,56,101,1,-0.058,39.0
108750,0.20,56,0.24,57,101,1,-0.055,39.0
109000,0.20,56,0.28,57,101,1,-0.052,39.0
109250,0.21,56,0.28,57,101,1,-0.053,39.0
109500,0.21,57,0.28,57,101,1,-0.064,39.0
109750,0.21,57,0.28,57,101,1,-0.074,39.0
110000,0.21,57,0.31,57,101,1,-0.076,39.0
110250,0.21,57,0.31,57,101,1,-0.081,39.0
110500,0.21,57,0.31,58,101,1,-0.084,39.0
110750,0.21,57,0.31,58,101,1,-0.087,39.0
111000,0.21,57,0.31,58,101,1,-0.091,39.0
111250,0.21,57,0.31,58,101,1,-0.105,39.0
111500,0.21,58,0.31,58,101,1,-0.110,39.0
111750,0.21,58,0.31,58,101,1,-0.112,39.0
112000,0.21,58,0.22,58,101,1,-0.116,39.0
112250,0.21,58,0.22,58,101,1,-0.121,39.0
112500,0.21,58,0.22,59,101,1,-0.120,39.0
112750,0.21,58,0.19,59,101,1,-0.125,39.0
113000,0.21,58,0.19,59,101,1,-0.133,39.0
113250,0.21,58,0.19,59,101,1,-0.130,39.0
113500,0.21,59,0.19,59,101,1,-0.120,39.0
113750,0.21,59,0.19,59,101,1,-0.115,39.0
114000,0.21,59,0.19,59,101,1,-0.110,39.0
114250,0.21,59,0.19,60,101,1,-0.108,39.0
114500,0.22,59,0.19,60,101,1,-0.106,39.0
114750,0.22,59,0.22,60,101,1,-0.105,39.0
115000,0.22,59,0.22,60,101,1,-0.101,39.0
115250,0.22,59,0.22,60,101,1,-0.093,39.0
115500,0.22,59,0.22,60,101,1,-0.081,39.0
115750,0.22,59,0.28,60,101,1,-0.072,39.0
116000,0.22,59,0.28,60,101,1,-0.076,39.0
116250,0.22,60,0.28,61,101,1,-0.080,39.0
116500,0.22,60,0.31,61,101,1,-0.073,39.0
116750,0.21,60,0.31,61,101,1,-0.068,39.0
117000,0.21,60,0.31,61,101,1,-0.069,39.0
117250,0.21,60,0.31,62,101,1,-0.065,39.0
117500,0.22,60,0.31,62,101,1,-0.071,39.0
117750,0.22,60,0.31,62,101,1,-0.074,39.0
118000,0.21,60,0.31,62,101,1,-0.076,39.0
118250,0.21,61,0.31,62,101,1,-0.078,39.0
118500,0.21,61,0.30,62,101,1,-0.094,39.0
118750,0.21,61,0.30,62,101,1,-0.104,39.0
119000,0.21,61,0.30,63,101,1,-0.097,39.0
119250,0.21,62,0.30,63,101,1,-0.105,39.0
119500,0.21,62,0.28,63,101,1,-0.132,39.0
119750,0.21,62,0.28,63,101,1,-0.146,39.0
120000,0.21,62,0.28,64,101,1,-0.145,39.0
120250,0.21,62,0.28,64,101,1,-0.142,39.0
120500,0.21,62,0.22,64,101,1,-0.143,39.0
120750,0.21,62,0.22,64,101,1,-0.143,39.0
121000,0.21,63,0.22,64,101,1,-0.146,39.0
121250,0.21,63,0.22,64,101,1,-0.142,39.0
121500,0.21,63,0.22,64,101,1,-0.131,39.0
121750,0.21,63,0.22,65,101,1,-0.125,39.0
122000,0.21,63,0.22,65,101,1,-0.115,39.0
122250,0.21,63,0.22,65,101,1,-0.097,39.0
122500,0.21,63,0.23,65,101,1,-0.088,39.0
122750,0.21,63,0.23,65,101,1,-0.084,39.0
123000,0.21,65,0.23,65,101,1,-0.078,39.0
123250,0.21,65,0.28,65,101,1,-0.068,39.0
123500,0.21,65,0.28,65,101,1,-0.061,39.0
123750,0.21,65,0.28,66,101,1,-0.053,39.0
