time(0.001 ms),Torque Measuring system 1 (NÂ·m),Angle Measuring system 1 (°),Torque Motor (NÂ·m),Angle Motor (°),Speed (rpm),Step,Current (A),Temperature (°C)
304250,0.28,175,0.39,176,101,1,-0.101,39.7
304500,0.28,175,0.39,176,101,1,-0.104,39.7
304750,0.28,176,0.39,177,101,1,-0.106,39.7
305000,0.28,176,0.39,177,101,1,-0.113,39.7
305250,0.28,176,0.39,177,101,1,-0.126,39.7
305500,0.28,176,0.39,177,101,1,-0.131,39.7
305750,0.28,177,0.39,177,101,1,-0.133,39.7
306000,0.28,177,0.30,177,101,1,-0.137,39.7
306250,0.28,177,0.30,177,101,1,-0.140,39.7
306500,0.28,177,0.30,178,101,1,-0.143,39.7
306750,0.28,177,0.30,178,101,1,-0.147,39.7
307000,0.28,177,0.28,178,101,1,-0.152,39.7
307250,0.28,177,0.28,178,101,1,-0.155,39.7
307500,0.28,178,0.28,179,101,1,-0.146,39.7
307750,0.28,178,0.28,179,101,1,-0.141,39.7
308000,0.28,178,0.28,179,101,1,-0.135,39.7
308250,0.28,178,0.28,179,101,1,-0.133,39.7
308500,0.28,178,0.28,179,101,1,-0.135,39.7
308750,0.28,178,0.28,179,101,1,-0.139,39.7
309000,0.28,178,0.29,179,101,1,-0.129,39.7
309250,0.28,178,0.29,179,101,1,-0.119,39.7
309500,0.28,179,0.29,180,101,1,-0.111,39.7
309750,0.28,179,0.29,180,101,1,-0.102,39.7
310000,0.28,179,0.35,180,101,1,-0.098,39.7
310250,0.28,179,0.35,180,101,1,-0.100,39.7
310500,0.28,180,0.35,180,101,1,-0.095,39.7
310750,0.28,180,0.40,180,101,1,-0.089,39.7
311000,0.28,180,0.40,180,101,1,-0.088,39.7
311250,0.29,180,0.40,180,101,1,-0.087,39.7
311500,0.29,180,0.40,181,101,1,-0.090,39.7
311750,0.29,180,0.40,181,101,1,-0.091,39.7
312000,0.29,180,0.40,181,101,1,-0.097,39.7
312250,0.29,180,0.40,181,101,1,-0.099,39.7
312500,0.29,181,0.40,181,101,1,-0.109,39.7
312750,0.29,181,0.39,181,101,1,-0.119,39.7
313000,0.29,181,0.39,181,101,1,-0.116,39.7
313250,0.29,182,0.39,182,101,1,-0.128,39.7
313500,0.29,182,0.39,182,101,1,-0.151,39.7
313750,0.29,182,0.30,182,101,1,-0.167,39.7
314000,0.29,182,0.30,182,101,1,-0.166,39.7
314250,0.29,182,0.30,182,101,1,-0.165,39.7
314500,0.29,182,0.30,182,101,1,-0.168,39.7
314750,0.29,182,0.29,182,101,1,-0.172,39.7
315000,0.29,182,0.29,182,101,1,-0.170,39.7
315250,0.29,183,0.29,183,101,1,-0.165,39.7
315500,0.29,183,0.29,183,101,1,-0.157,39.7
315750,0.29,183,0.29,183,101,1,-0.151,39.7
316000,0.29,183,0.29,183,101,1,-0.143,39.7
316250,0.29,183,0.29,183,101,1,-0.129,39.7
316500,0.29,183,0.30,183,101,1,-0.119,39.7
316750,0.29,183,0.30,183,101,1,-0.114,39.7
317000,0.29,183,0.30,184,101,1,-0.109,39.7
317250,0.29,184,0.30,184,101,1,-0.096,39.7
317500,0.30,184,0.35,184,101,1,-0.085,39.7
317750,0.30,184,0.35,184,101,1,-0.075,39.7
318000,0.30,184,0.35,185,101,1,-0.074,39.7
318250,0.30,185,0.35,185,101,1,-0.075,39.7
318500,0.30,185,0.40,185,101,1,-0.081,39.7
318750,0.29,185,0.40,185,101,1,-0.085,39.7
319000,0.29,185,0.40,185,101,1,-0.091,39.7
319250,0.29,185,0.40,185,101,1,-0.098,39.7
319500,0.29,185,0.40,185,101,1,-0.102,39.7
319750,0.30,185,0.40,185,101,1,-0.109,39.7
320000,0.30,186,0.40,186,101,1,-0.120,39.7
320250,0.30,186,0.40,186,101,1,-0.133,39.7
320500,0.30,186,0.35,186,101,1,-0.137,39.7
320750,0.29,186,0.35,186,101,1,-0.141,39.7
321000,0.30,186,0.35,186,101,1,-0.145,39.7
321250,0.30,186,0.30,186,101,1,-0.145,39.7
321500,0.30,186,0.30,186,101,1,-0.147,39.7
321750,0.29,186,0.30,187,101,1,-0.156,39.7
322000,0.29,186,0.30,187,101,1,-0.156,39.7
322250,0.30,186,0.29,187,101,1,-0.150,39.7
322500,0.30,186,0.29,187,101,1,-0.145,39.7
322750,0.30,188,0.29,188,101,1,-0.146,39.7
323000,0.30,188,0.29,188,101,1,-0.137,39.7
323250,0.30,188,0.29,188,101,1,-0.131,39.7
323500,0.30,188,0.29,188,101,1,-0.140,39.7
323750,0.30,188,0.29,188,101,1,-0.138,39.7
324000,0.30,188,0.29,188,101,1,-0.123,39.7
324250,0.30,188,0.31,188,101,1,-0.115,39.7
324500,0.30,188,0.31,188,101,1,-0.113,39.7
324750,0.30,188,0.31,189,101,1,-0.105,39.7
325000,0.30,188,0.39,189,101,1,-0.103,39.7
325250,0.30,188,0.39,189,101,1,-0.104,39.7
325500,0.30,188,0.39,189,101,1,-0.099,39.7
325750,0.30,189,0.39,189,101,1,-0.096,39.7
326000,0.30,189,0.42,189,101,1,-0.090,39.7
326250,0.30,189,0.42,189,101,1,-0.091,39.7
326500,0.30,189,0.42,190,101,1,-0.096,39.7
326750,0.30,189,0.42,190,101,1,-0.101,39.7
327000,0.30,189,0.42,190,101,1,-0.105,39.7
327250,0.31,189,0.42,190,101,1,-0.106,39.7
327500,0.31,189,0.42,191,101,1,-0.118,39.7
327750,0.30,190,0.42,191,101,1,-0.119,39.7
328000,0.30,190,0.38,191,101,1,-0.123,39.7
328250,0.30,190,0.38,191,101,1,-0.138,39.7
328500,0.30,191,0.38,191,101,1,-0.157,39.7
328750,0.31,191,0.38,191,101,1,-0.171,39.7
329000,0.31,191,0.31,191,101,1,-0.172,39.7
329250,0.31,191,0.31,191,101,1,-0.167,39.7
329500,0.31,191,0.31,192,101,1,-0.169,39.7
329750,0.31,191,0.31,192,101,1,-0.173,39.7
330000,0.31,191,0.29,192,101,1,-0.174,39.7
330250,0.31,191,0.29,192,101,1,-0.168,39.7
330500,0.31,192,0.29,192,101,1,-0.157,39.7
330750,0.31,192,0.29,192,101,1,-0.154,39.7
331000,0.31,192,0.29,192,101,1,-0.146,39.7
331250,0.31,192,0.29,193,101,1,-0.130,39.7
331500,0.31,192,0.29,193,101,1,-0.119,39.7
331750,0.31,192,0.35,193,101,1,-0.119,39.7
332000,0.31,192,0.35,193,101,1,-0.111,39.7
332250,0.31,192,0.35,193,101,1,-0.097,39.7
332500,0.31,193,0.35,193,101,1,-0.090,39.7
332750,0.31,193,0.38,193,101,1,-0.085,39.7
333000,0.31,193,0.38,193,101,1,-0.083,39.7
333250,0.31,193,0.38,194,101,1,-0.090,39.7
333500,0.31,193,0.38,194,101,1,-0.100,39.7
333750,0.31,193,0.42,194,101,1,-0.102,39.7
334000,0.31,193,0.42,194,101,1,-0.108,39.7
334250,0.31,194,0.42,194,101,1,-0.115,39.7
334500,0.31,194,0.42,194,101,1,-0.113,39.7
334750,0.31,194,0.42,194,101,1,-0.117,39.7
335000,0.31,194,0.42,194,101,1,-0.131,39.7
335250,0.31,195,0.42,195,101,1,-0.142,39.7
335500,0.31,195,0.42,195,101,1,-0.145,39.7
335750,0.31,195,0.33,195,101,1,-0.151,39.7
336000,0.31,195,0.33,195,101,1,-0.160,39.7
336250,0.31,195,0.33,195,101,1,-0.165,39.7
336500,0.31,195,0.29,195,101,1,-0.166,39.7
336750,0.31,195,0.29,195,101,1,-0.171,39.7
337000,0.32,195,0.29,196,101,1,-0.170,39.7
337250,0.32,196,0.29,196,101,1,-0.165,39.7
337500,0.32,196,0.29,196,101,1,-0.159,39.7
337750,0.32,196,0.29,196,101,1,-0.149,39.7
338000,0.32,197,0.29,197,101,1,-0.144,39.7
338250,0.32,197,0.29,197,101,1,-0.139,39.7
338500,0.32,197,0.30,197,101,1,-0.142,39.7
338750,0.32,197,0.30,197,101,1,-0.131,39.7
339000,0.32,197,0.30,198,101,1,-0.119,39.7
339250,0.32,197,0.30,198,101,1,-0.117,39.7
339500,0.32,197,0.36,198,101,1,-0.108,39.7
339750,0.32,197,0.36,198,101,1,-0.100,39.7
340000,0.32,198,0.36,198,101,1,-0.105,39.7
340250,0.32,198,0.42,198,101,1,-0.107,39.7
340500,0.33,198,0.42,198,101,1,-0.097,39.7
340750,0.33,198,0.42,198,101,1,-0.100,39.7
341000,0.33,198,0.42,199,101,1,-0.100,39.7
341250,0.33,198,0.42,199,101,1,-0.103,39.7
341500,0.32,198,0.42,199,101,1,-0.107,39.7
341750,0.32,198,0.42,200,101,1,-0.114,39.7
342000,0.32,199,0.42,200,101,1,-0.118,39.7
342250,0.32,199,0.42,200,101,1,-0.122,39.7
342500,0.33,199,0.42,200,101,1,-0.129,39.7
342750,0.33,200,0.42,200,101,1,-0.131,39.7
343000,0.33,200,0.42,200,101,1,-0.136,39.7
343250,0.33,200,0.39,200,101,1,-0.144,39.7
343500,0.33,200,0.39,200,101,1,-0.170,39.7
343750,0.33,200,0.39,201,101,1,-0.176,39.7
344000,0.33,200,0.39,201,101,1,-0.171,39.7
344250,0.33,200,0.33,201,101,1,-0.176,39.7
344500,0.33,200,0.33,201,101,1,-0.175,39.7
344750,0.33,201,0.33,201,101,1,-0.178,39.7
345000,0.33,201,0.33,201,101,1,-0.172,39.7
345250,0.32,201,0.33,201,101,1,-0.164,39.7
345500,0.32,201,0.33,201,101,1,-0.151,39.7
345750,0.32,201,0.33,202,101,1,-0.150,39.7
346000,0.33,201,0.33,202,101,1,-0.137,39.7
346250,0.33,201,0.33,202,101,1,-0.120,39.7
346500,0.33,201,0.33,202,101,1,-0.117,39.7
346750,0.33,202,0.33,202,101,1,-0.116,39.7
347000,0.33,202,0.39,202,101,1,-0.106,39.7
347250,0.33,202,0.39,202,101,1,-0.096,39.7
347500,0.33,202,0.39,202,101,1,-0.092,39.7
347750,0.33,203,0.39,203,101,1,-0.087,39.7
348000,0.33,203,0.42,203,101,1,-0.087,39.7
348250,0.33,203,0.42,203,101,1,-0.092,39.7
348500,0.33,203,0.42,204,101,1,-0.102,39.7
348750,0.33,203,0.42,204,101,1,-0.104,39.7
349000,0.33,203,0.45,204,101,1,-0.113,39.7
349250,0.33,203,0.45,204,101,1,-0.117,39.7
349500,0.33,204,0.45,204,101,1,-0.121,39.7
349750,0.33,204,0.45,204,101,1,-0.129,39.7
350000,0.33,204,0.43,204,101,1,-0.143,39.7
350250,0.33,204,0.43,204,101,1,-0.151,39.7
350500,0.33,204,0.43,205,101,1,-0.150,39.7
350750,0.33,204,0.43,205,101,1,-0.156,39.7
351000,0.33,204,0.33,205,101,1,-0.161,39.7
351250,0.33,204,0.33,205,101,1,-0.158,39.7
351500,0.33,205,0.33,205,101,1,-0.167,39.7
351750,0.33,205,0.33,205,101,1,-0.171,39.7
352000,0.33,205,0.33,205,101,1,-0.167,39.7
352250,0.33,205,0.33,206,101,1,-0.159,39.7
352500,0.33,205,0.33,206,101,1,-0.155,39.7
352750,0.33,205,0.33,206,101,1,-0.149,39.7
353000,0.33,205,0.33,206,101,1,-0.142,39.7
353250,0.33,206,0.33,206,101,1,-0.144,39.7
353500,0.33,206,0.33,206,101,1,-0.145,39.7
353750,0.33,206,0.33,206,101,1,-0.133,39.7
354000,0.33,206,0.33,206,101,1,-0.127,39.7
354250,0.33,206,0.33,207,101,1,-0.125,39.7
354500,0.33,206,0.33,207,101,1,-0.115,39.7
354750,0.33,206,0.42,207,101,1,-0.111,39.7
355000,0.34,206,0.42,207,101,1,-0.117,39.7
355250,0.34,207,0.42,207,101,1,-0.120,39.7
355500,0.34,207,0.43,207,101,1,-0.111,39.7
355750,0.34,207,0.43,207,101,1,-0.112,39.7
356000,0.34,207,0.43,207,101,1,-0.113,39.7
356250,0.34,207,0.43,208,101,1,-0.118,39.7
356500,0.34,207,0.43,208,101,1,-0.119,39.7
356750,0.34,207,0.43,208,101,1,-0.123,39.7
357000,0.34,207,0.43,209,101,1,-0.125,39.7
357250,0.34,209,0.43,209,101,1,-0.132,39.7
357500,0.34,209,0.42,209,101,1,-0.135,39.7
357750,0.34,209,0.42,209,101,1,-0.130,39.7
358000,0.34,209,0.42,209,101,1,-0.133,39.7
358250,0.34,209,0.42,209,101,1,-0.153,39.7
358500,0.34,209,0.38,209,101,1,-0.174,39.7
358750,0.34,209,0.38,209,101,1,-0.175,39.7
359000,0.33,210,0.38,210,101,1,-0.171,39.7
359250,0.33,210,0.38,210,101,1,-0.174,39.7
359500,0.33,210,0.31,210,101,1,-0.179,39.7
359750,0.33,210,0.31,210,101,1,-0.180,39.7
360000,0.33,210,0.31,211,101,1,-0.178,39.7
360250,0.34,210,0.31,211,101,1,-0.169,39.7
360500,0.34,210,0.31,211,101,1,-0.161,39.7
360750,0.34,210,0.31,211,101,1,-0.159,39.7
361000,0.34,211,0.31,211,101,1,-0.149,39.7
361250,0.34,211,0.33,211,101,1,-0.132,39.7
361500,0.34,211,0.33,211,101,1,-0.126,39.7
361750,0.34,211,0.33,212,101,1,-0.126,39.7
362000,0.34,212,0.33,212,101,1,-0.113,39.7
362250,0.34,212,0.39,212,101,1,-0.100,39.7
362500,0.34,212,0.39,212,101,1,-0.092,39.7
362750,0.34,212,0.39,212,101,1,-0.089,39.7
363000,0.34,212,0.39,212,101,1,-0.087,39.7
363250,0.34,212,0.42,212,101,1,-0.093,39.7
363500,0.34,212,0.42,212,101,1,-0.102,39.7
363750,0.34,212,0.42,213,101,1,-0.109,39.7
364000,0.34,212,0.42,213,101,1,-0.112,39.7
364250,0.34,212,0.42,213,101,1,-0.114,39.7
364500,0.34,212,0.42,213,101,1,-0.121,39.7
364750,0.34,213,0.42,213,101,1,-0.128,39.7
365000,0.34,213,0.39,213,101,1,-0.139,39.7
365250,0.34,213,0.39,213,101,1,-0.145,39.7
365500,0.34,213,0.39,213,101,1,-0.146,39.7
365750,0.33,213,0.39,214,101,1,-0.152,39.7
366000,0.33,213,0.39,214,101,1,-0.156,39.7
366250,0.33,213,0.31,214,101,1,-0.154,39.7
366500,0.33,213,0.31,214,101,1,-0.159,39.7
366750,0.33,214,0.31,214,101,1,-0.167,39.7
367000,0.33,214,0.31,214,101,1,-0.159,39.7
367250,0.33,214,0.31,214,101,1,-0.153,39.7
367500,0.33,214,0.31,215,101,1,-0.148,39.7
367750,0.33,214,0.31,215,101,1,-0.144,39.7
368000,0.33,214,0.31,215,101,1,-0.142,39.7
368250,0.33,214,0.31,215,101,1,-0.140,39.7
368500,0.33,215,0.31,215,101,1,-0.139,39.7
368750,0.33,215,0.31,215,101,1,-0.131,39.7
369000,0.33,215,0.35,215,101,1,-0.126,39.7
369250,0.33,215,0.35,215,101,1,-0.120,39.7
369500,0.33,216,0.35,216,101,1,-0.111,39.7
369750,0.33,216,0.35,216,101,1,-0.112,39.7
370000,0.33,216,0.41,216,101,1,-0.117,39.7
370250,0.33,216,0.41,216,101,1,-0.115,39.7
370500,0.33,216,0.41,217,101,1,-0.110,39.7
370750,0.33,216,0.43,217,101,1,-0.109,39.7
371000,0.33,216,0.43,217,101,1,-0.106,39.7
371250,0.33,216,0.43,217,101,1,-0.113,39.7
371500,0.33,217,0.43,217,101,1,-0.120,39.7
371750,0.33,217,0.43,217,101,1,-0.117,39.7
372000,0.33,217,0.43,217,101,1,-0.115,39.7
372250,0.33,217,0.43,218,101,1,-0.125,39.7
372500,0.33,217,0.43,218,101,1,-0.129,39.7
372750,0.33,217,0.41,218,101,1,-0.130,39.7
373000,0.33,217,0.41,218,101,1,-0.137,39.7
373250,0.33,218,0.41,218,101,1,-0.161,39.7
373500,0.33,218,0.41,218,101,1,-0.172,39.7
373750,0.33,218,0.35,218,101,1,-0.171,39.7
374000,0.33,218,0.35,218,101,1,-0.173,39.7
374250,0.33,219,0.35,219,101,1,-0.173,39.7
374500,0.33,219,0.35,219,101,1,-0.179,39.7
374750,0.33,219,0.33,219,101,1,-0.179,39.7
375000,0.33,219,0.33,219,101,1,-0.169,39.7
375250,0.33,219,0.33,220,101,1,-0.164,39.7
375500,0.33,219,0.33,220,101,1,-0.158,39.7
375750,0.33,219,0.33,220,101,1,-0.155,39.7
376000,0.33,219,0.33,220,101,1,-0.136,39.7
376250,0.33,220,0.33,220,101,1,-0.125,39.7
376500,0.33,220,0.35,220,101,1,-0.125,39.7
376750,0.33,220,0.35,220,101,1,-0.121,39.7
377000,0.33,220,0.35,221,101,1,-0.109,39.7
377250,0.33,220,0.35,221,101,1,-0.101,39.7
377500,0.33,220,0.43,221,101,1,-0.095,39.7
377750,0.33,220,0.43,221,101,1,-0.093,39.7
378000,0.33,220,0.43,221,101,1,-0.096,39.7
378250,0.33,221,0.43,221,101,1,-0.102,39.7
378500,0.34,221,0.46,221,101,1,-0.105,39.7
378750,0.34,221,0.46,221,101,1,-0.108,39.7
379000,0.34,222,0.46,222,101,1,-0.117,39.7
379250,0.34,222,0.46,222,101,1,-0.120,39.7
379500,0.34,222,0.46,222,101,1,-0.123,39.7
379750,0.34,222,0.46,222,101,1,-0.132,39.7
380000,0.34,223,0.46,223,101,1,-0.144,39.7
380250,0.34,223,0.41,223,101,1,-0.150,39.7
380500,0.34,223,0.41,223,101,1,-0.149,39.7
380750,0.34,223,0.41,223,101,1,-0.155,39.7
381000,0.34,223,0.41,223,101,1,-0.162,39.7
381250,0.34,223,0.33,223,101,1,-0.163,39.7
381500,0.34,223,0.33,223,101,1,-0.169,39.7
381750,0.34,223,0.33,224,101,1,-0.170,39.7
382000,0.34,224,0.33,224,101,1,-0.167,39.7
382250,0.34,224,0.33,224,101,1,-0.164,39.7
382500,0.34,224,0.33,224,101,1,-0.153,39.7
382750,0.34,224,0.33,224,101,1,-0.149,39.7
383000,0.34,224,0.33,224,101,1,-0.152,39.7
383250,0.34,224,0.33,224,101,1,-0.153,39.7
383500,0.34,224,0.33,224,101,1,-0.145,39.7
383750,0.34,225,0.33,225,101,1,-0.138,39.7
384000,0.34,225,0.33,225,101,1,-0.132,39.7
384250,0.34,225,0.41,225,101,1,-0.124,39.7
384500,0.34,225,0.41,225,101,1,-0.110,39.7
384750,0.34,225,0.41,226,101,1,-0.107,39.7
385000,0.34,225,0.47,226,101,1,-0.110,39.7
385250,0.34,225,0.47,226,101,1,-0.098,39.7
385500,0.34,225,0.47,226,101,1,-0.095,39.7
385750,0.34,226,0.47,226,101,1,-0.092,39.7
386000,0.34,226,0.47,226,101,1,-0.091,39.7
386250,0.34,226,0.47,226,101,1,-0.096,39.7
386500,0.35,226,0.47,226,101,1,-0.104,39.7
386750,0.35,226,0.47,227,101,1,-0.109,39.7
387000,0.35,226,0.47,227,101,1,-0.116,39.7
387250,0.35,226,0.47,227,101,1,-0.127,39.7
387500,0.35,226,0.47,227,101,1,-0.136,39.7
387750,0.35,227,0.47,227,101,1,-0.144,39.7
388000,0.34,227,0.40,227,101,1,-0.162,39.7
388250,0.34,227,0.40,227,101,1,-0.183,39.7
388500,0.34,227,0.40,228,101,1,-0.198,39.7
388750,0.34,227,0.40,228,101,1,-0.195,39.7
389000,0.34,227,0.34,228,101,1,-0.188,39.7
389250,0.34,227,0.34,228,101,1,-0.192,39.7
389500,0.34,227,0.34,229,101,1,-0.193,39.7
389750,0.34,227,0.34,229,101,1,-0.188,39.7
390000,0.35,227,0.31,229,101,1,-0.183,39.7
390250,0.35,227,0.31,229,101,1,-0.172,39.7
390500,0.35,229,0.31,229,101,1,-0.163,39.7
390750,0.35,229,0.34,229,101,1,-0.156,39.7
391000,0.35,229,0.34,229,101,1,-0.141,39.7
391250,0.35,229,0.34,229,101,1,-0.125,39.7
391500,0.35,229,0.34,230,101,1,-0.123,39.7
391750,0.35,229,0.40,230,101,1,-0.116,39.7
392000,0.35,229,0.40,230,101,1,-0.104,39.7
392250,0.35,229,0.40,231,101,1,-0.099,39.7
392500,0.35,229,0.40,231,101,1,-0.093,39.7
392750,0.35,229,0.44,231,101,1,-0.095,39.7
393000,0.35,229,0.44,231,101,1,-0.103,39.7
393250,0.35,231,0.44,231,101,1,-0.111,39.7
393500,0.35,231,0.44,231,101,1,-0.116,39.7
393750,0.35,231,0.44,231,101,1,-0.119,39.7
394000,0.35,231,0.44,231,101,1,-0.123,39.7
394250,0.35,231,0.44,232,101,1,-0.127,39.7
394500,0.35,231,0.44,232,101,1,-0.132,39.7
394750,0.35,231,0.42,232,101,1,-0.145,39.7
395000,0.35,231,0.42,232,101,1,-0.153,39.7
395250,0.35,232,0.42,232,101,1,-0.155,39.7
395500,0.35,232,0.35,232,101,1,-0.158,39.7
395750,0.35,232,0.35,232,101,1,-0.165,39.7
396000,0.35,232,0.35,232,101,1,-0.167,39.7
396250,0.35,232,0.35,233,101,1,-0.169,39.7
396500,0.35,232,0.31,233,101,1,-0.174,39.7
396750,0.35,232,0.31,233,101,1,-0.173,39.7
397000,0.35,233,0.31,233,101,1,-0.161,39.7
397250,0.35,233,0.31,233,101,1,-0.156,39.7
397500,0.35,233,0.31,233,101,1,-0.148,39.7
397750,0.35,233,0.31,233,101,1,-0.143,39.7
398000,0.35,233,0.31,234,101,1,-0.142,39.7
398250,0.35,233,0.31,234,101,1,-0.145,39.7
398500,0.35,233,0.35,234,101,1,-0.139,39.7
398750,0.35,233,0.35,234,101,1,-0.131,39.7
399000,0.35,234,0.35,234,101,1,-0.124,39.7
399250,0.35,234,0.35,234,101,1,-0.114,39.7
399500,0.35,234,0.44,234,101,1,-0.109,39.7
399750,0.35,234,0.44,234,101,1,-0.113,39.7
400000,0.35,235,0.44,235,101,1,-0.110,39.7
400250,0.35,235,0.44,235,101,1,-0.104,39.7
400500,0.35,235,0.44,235,101,1,-0.104,39.7
400750,0.35,235,0.44,235,101,1,-0.103,39.7
401000,0.35,236,0.44,236,101,1,-0.100,39.7
401250,0.35,236,0.44,236,101,1,-0.113,39.7
401500,0.35,236,0.44,236,101,1,-0.116,39.7
401750,0.35,236,0.44,236,101,1,-0.120,39.7
402000,0.35,236,0.44,236,101,1,-0.124,39.7
402250,0.35,236,0.44,236,101,1,-0.133,39.7
402500,0.35,236,0.44,236,101,1,-0.135,39.7
402750,0.35,236,0.44,237,101,1,-0.137,39.7
403000,0.35,236,0.44,237,101,1,-0.158,39.7
403250,0.35,236,0.42,237,101,1,-0.182,39.7
403500,0.34,236,0.42,237,101,1,-0.187,39.7
403750,0.34,237,0.42,237,101,1,-0.182,39.7
404000,0.35,237,0.42,237,101,1,-0.185,39.7
404250,0.35,237,0.34,237,101,1,-0.186,39.7
404500,0.35,237,0.34,237,101,1,-0.184,39.7
404750,0.35,237,0.34,238,101,1,-0.180,39.7
405000,0.35,237,0.34,238,101,1,-0.167,39.7
405250,0.35,237,0.34,238,101,1,-0.160,39.7
405500,0.35,237,0.34,238,101,1,-0.157,39.7
405750,0.35,238,0.34,238,101,1,-0.144,39.7
406000,0.35,238,0.37,238,101,1,-0.124,39.7
406250,0.35,238,0.37,238,101,1,-0.117,39.7
406500,0.35,238,0.37,238,101,1,-0.117,39.7
406750,0.35,238,0.37,239,101,1,-0.108,39.7
407000,0.35,238,0.42,239,101,1,-0.098,39.7
407250,0.35,238,0.42,239,101,1,-0.090,39.7
407500,0.35,239,0.42,240,101,1,-0.090,39.7
407750,0.35,239,0.42,240,101,1,-0.095,39.7
408000,0.35,239,0.45,240,101,1,-0.101,39.7
408250,0.35,239,0.45,240,101,1,-0.109,39.7
408500,0.35,240,0.45,240,101,1,-0.119,39.7
408750,0.35,240,0.45,240,101,1,-0.125,39.7
409000,0.35,240,0.45,240,101,1,-0.132,39.7
409250,0.35,240,0.45,240,101,1,-0.133,39.7
409500,0.35,240,0.45,241,101,1,-0.138,39.7
409750,0.35,240,0.44,241,101,1,-0.152,39.7
410000,0.35,240,0.44,241,101,1,-0.160,39.7
410250,0.35,240,0.44,241,101,1,-0.160,39.7
410500,0.35,241,0.44,241,101,1,-0.166,39.7
410750,0.35,241,0.34,241,101,1,-0.165,39.7
411000,0.35,241,0.34,241,101,1,-0.168,39.7
411250,0.35,241,0.34,241,101,1,-0.170,39.7
411500,0.35,241,0.34,242,101,1,-0.171,39.7
411750,0.35,241,0.33,242,101,1,-0.168,39.7
412000,0.35,241,0.33,242,101,1,-0.163,39.7
412250,0.35,242,0.33,243,101,1,-0.157,39.7
412500,0.35,242,0.33,243,101,1,-0.150,39.7
412750,0.35,242,0.33,243,101,1,-0.145,39.7
413000,0.35,242,0.33,243,101,1,-0.148,39.7
413250,0.35,242,0.33,243,101,1,-0.150,39.7
413500,0.35,243,0.33,243,101,1,-0.142,39.7
413750,0.35,243,0.37,243,101,1,-0.131,39.7
414000,0.35,243,0.37,243,101,1,-0.129,39.7
414250,0.35,243,0.37,244,101,1,-0.122,39.7
414500,0.35,243,0.37,244,101,1,-0.120,39.7
414750,0.35,243,0.46,244,101,1,-0.126,39.7
415000,0.36,243,0.46,244,101,1,-0.121,39.7
415250,0.36,244,0.46,244,101,1,-0.117,39.7
415500,0.36,244,0.46,244,101,1,-0.118,39.7
415750,0.36,244,0.46,244,101,1,-0.112,39.7
416000,0.36,244,0.46,244,101,1,-0.115,39.7
416250,0.36,244,0.46,245,101,1,-0.121,39.7
416500,0.36,244,0.46,245,101,1,-0.131,39.7
416750,0.36,244,0.46,245,101,1,-0.128,39.7
417000,0.36,244,0.46,245,101,1,-0.132,39.7
417250,0.36,245,0.46,245,101,1,-0.141,39.7
417500,0.36,245,0.46,245,101,1,-0.140,39.7
417750,0.36,245,0.46,245,101,1,-0.148,39.7
418000,0.36,245,0.46,246,101,1,-0.170,39.7
418250,0.36,246,0.46,246,101,1,-0.186,39.7
418500,0.36,246,0.40,246,101,1,-0.186,39.7
418750,0.36,246,0.40,246,101,1,-0.184,39.7
419000,0.36,246,0.40,246,101,1,-0.187,39.7
419250,0.36,246,0.40,246,101,1,-0.186,39.7
419500,0.36,246,0.34,246,101,1,-0.185,39.7
419750,0.36,246,0.34,246,101,1,-0.180,39.7
420000,0.36,247,0.34,247,101,1,-0.171,39.7
420250,0.36,247,0.34,247,101,1,-0.168,39.7
420500,0.36,247,0.34,247,101,1,-0.156,39.7
420750,0.36,247,0.34,247,101,1,-0.138,39.7
421000,0.36,247,0.34,247,101,1,-0.126,39.7
421250,0.36,247,0.40,247,101,1,-0.126,39.7
421500,0.36,247,0.40,247,101,1,-0.122,39.7
421750,0.36,247,0.40,248,101,1,-0.107,39.7
422000,0.36,248,0.40,248,101,1,-0.101,39.7
422250,0.36,248,0.43,248,101,1,-0.097,39.7
422500,0.36,248,0.43,248,101,1,-0.097,39.7
422750,0.36,249,0.43,249,101,1,-0.098,39.7
423000,0.36,249,0.43,249,101,1,-0.108,39.7
423250,0.37,249,0.47,249,101,1,-0.117,39.7
423500,0.36,249,0.47,249,101,1,-0.123,39.7
423750,0.36,249,0.47,249,101,1,-0.132,39.7
424000,0.36,249,0.47,249,101,1,-0.128,39.7
424250,0.37,249,0.47,249,101,1,-0.131,39.7
424500,0.37,249,0.47,249,101,1,-0.140,39.7
424750,0.37,250,0.47,250,101,1,-0.153,39.7
425000,0.37,250,0.40,250,101,1,-0.157,39.7
425250,0.37,250,0.40,250,101,1,-0.155,39.7
425500,0.37,250,0.40,250,101,1,-0.159,39.7
425750,0.37,250,0.40,250,101,1,-0.162,39.7
426000,0.37,250,0.35,250,101,1,-0.164,39.7
426250,0.37,250,0.35,250,101,1,-0.172,39.7
426500,0.37,250,0.35,250,101,1,-0.175,39.7
426750,0.36,251,0.35,252,101,1,-0.172,39.7
427000,0.37,251,0.35,252,101,1,-0.165,39.7
427250,0.37,251,0.35,252,101,1,-0.160,39.7
427500,0.37,252,0.35,252,101,1,-0.155,39.7
427750,0.36,252,0.35,252,101,1,-0.151,39.7
428000,0.36,252,0.35,252,101,1,-0.156,39.7
